,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,workclass,marital_status,occupation,relationship,race,sex,native_country,y
22702,36,54159,13,0,0,45, Federal-gov, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
36076,63,33487,4,0,0,70, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,1
40550,37,201141,9,0,0,40, Private, Divorced, Machine-op-inspct, Unmarried, White, Female, United-States,0
13483,55,88876,14,0,0,60, Federal-gov, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, United-States,1
20040,26,258768,10,2174,0,75, Private, Never-married, Transport-moving, Not-in-family, Black, Male, United-States,0
46142,47,139268,13,27828,0,38, Private, Never-married, Tech-support, Not-in-family, White, Male, United-States,1
24957,35,129597,10,0,0,46, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
29268,26,72594,10,0,0,55, Local-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
10412,31,219318,9,0,0,35, Private, Never-married, Adm-clerical, Unmarried, White, Female, Puerto-Rico,0
26329,29,242482,9,0,0,32, Private, Never-married, Other-service, Not-in-family, White, Male, United-States,0
46361,36,83748,10,0,0,70, Self-emp-inc, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female, South,0
8777,47,121124,5,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
33305,24,311311,13,0,0,40, Private, Never-married, Sales, Not-in-family, White, Male, United-States,0
9229,32,208291,9,0,0,50, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
2283,27,29174,13,0,0,40, Local-gov, Never-married, Prof-specialty, Unmarried, White, Female, United-States,0
9201,35,150217,13,0,0,24, Private, Married-civ-spouse, Other-service, Wife, White, Female, Poland,0
16764,52,167527,7,0,0,40, Private, Widowed, Other-service, Unmarried, Black, Female, United-States,0
41464,64,209291,9,0,0,60, Without-pay, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,1
24184,38,359001,11,0,0,42, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
2171,33,125249,9,0,0,40, Private, Separated, Protective-serv, Own-child, White, Female, United-States,0
29704,24,224954,10,0,0,40, Private, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
46382,43,236936,9,0,0,47, Private, Divorced, Exec-managerial, Unmarried, White, Female, United-States,1
21381,22,418405,10,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
23393,40,36885,10,0,0,50, Federal-gov, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
26369,46,100067,7,0,0,35, Private, Married-civ-spouse, Other-service, Wife, Black, Female, United-States,1
31117,30,91145,9,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
47303,37,339772,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States,0
5375,31,142470,13,0,0,40, Federal-gov, Never-married, Exec-managerial, Not-in-family, Black, Female, United-States,0
33277,33,54318,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
25575,47,185673,9,0,0,50, Self-emp-not-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
10197,42,113147,12,0,0,40, Private, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States,0
3245,48,235646,10,3103,0,40, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
3891,43,160369,9,0,0,40, Private, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,0
7992,40,144067,11,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
2822,22,427686,6,0,0,40, Private, Divorced, Craft-repair, Own-child, White, Male, United-States,0
4998,26,245880,9,0,0,60, Private, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,0
1213,54,99185,16,15024,0,45, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
3364,20,185554,10,0,0,25, Private, Never-married, Adm-clerical, Own-child, White, Female, United-States,0
3774,49,362654,10,15024,0,50, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
4652,48,54759,9,0,0,38, Private, Divorced, Prof-specialty, Unmarried, White, Female, United-States,0
20867,25,334267,10,0,0,40, Local-gov, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
43821,29,198210,9,0,0,40, Private, Never-married, Tech-support, Unmarried, Black, Female, United-States,0
25418,39,120074,9,0,0,40, Private, Divorced, Handlers-cleaners, Not-in-family, White, Male, United-States,0
41570,46,186256,10,0,1902,55, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
25655,39,114591,10,0,0,40, Private, Separated, Prof-specialty, Unmarried, White, Female, United-States,0
5702,39,305597,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
14318,27,74883,13,0,0,40, Private, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, Philippines,0
23083,42,289636,9,0,0,46, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
23491,48,187505,10,0,0,50, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
16157,33,309350,9,0,0,40, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0
41684,48,99385,9,0,0,40, Private, Separated, Adm-clerical, Not-in-family, White, Female, United-States,0
27418,49,179869,9,0,0,40, Federal-gov, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
15635,45,220213,9,0,0,40, Private, Widowed, Craft-repair, Not-in-family, White, Female, United-States,0
7616,39,326342,7,2635,0,37, Private, Married-civ-spouse, Other-service, Husband, Black, Male, United-States,0
31159,50,228238,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
868,39,176186,10,0,0,50, Private, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,1
42424,56,442116,10,0,0,54, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
40882,32,291414,16,0,0,35, Self-emp-not-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
462,32,132601,13,0,0,50, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
18482,29,376302,11,0,0,35, Local-gov, Married-civ-spouse, Tech-support, Wife, White, Female, Nicaragua,1
39582,30,180317,11,0,0,40, Private, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States,0
12841,52,159670,12,0,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
29254,59,170988,9,0,0,55, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
15313,57,124771,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
1513,66,298834,11,0,0,50, Self-emp-not-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
39966,61,224981,6,0,0,18, Self-emp-not-inc, Widowed, Craft-repair, Other-relative, White, Male, Mexico,0
39753,27,183061,9,0,0,60, Local-gov, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male, United-States,0
48044,18,201613,7,0,0,5, Private, Never-married, Sales, Own-child, White, Female, United-States,0
12435,59,117299,9,0,1887,40, Federal-gov, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
8278,26,84619,13,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
47883,38,179824,9,0,0,50, Self-emp-not-inc, Never-married, Farming-fishing, Not-in-family, White, Male, United-States,0
21059,35,184655,7,0,0,50, Private, Divorced, Transport-moving, Not-in-family, White, Male, United-States,0
33456,23,86939,9,0,0,40, Private, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male, United-States,0
42060,33,245173,12,0,0,40, Self-emp-not-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
35632,23,305609,12,0,0,52, Private, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
33485,29,189565,9,0,0,40, Private, Divorced, Protective-serv, Own-child, White, Male, United-States,0
30714,40,163342,9,0,0,70, Private, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
35806,21,120998,10,0,0,20, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
39379,23,237432,8,0,0,60, Private, Never-married, Other-service, Not-in-family, White, Male, United-States,0
8048,52,190909,9,0,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
48036,49,181970,13,0,0,40, Local-gov, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
4387,52,117700,9,0,0,40, Private, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,0
25758,58,225394,9,0,1902,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
39311,37,132702,13,0,0,40, Private, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female, United-States,0
19558,43,40024,7,0,0,42, Private, Never-married, Transport-moving, Not-in-family, White, Male, United-States,0
38883,34,127651,14,0,0,55, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
7464,27,230885,13,0,0,45, Local-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
13279,48,146919,10,0,0,45, Private, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
31702,36,67728,9,5013,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, Italy,0
18958,52,48947,10,0,0,45, Private, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
8561,43,262233,13,0,0,40, Federal-gov, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,1
24948,47,374580,9,0,0,52, Private, Separated, Sales, Not-in-family, White, Female, United-States,0
42330,79,160758,4,0,0,15, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
10876,59,195176,13,0,0,72, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
4236,75,231741,16,4931,0,3, Self-emp-not-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
2519,35,174597,13,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
13863,49,275845,10,0,0,60, Self-emp-not-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
11156,25,40512,13,3674,0,30, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
19859,34,243165,13,0,0,30, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,1
39573,17,33230,7,0,0,15, Self-emp-not-inc, Never-married, Farming-fishing, Own-child, White, Male, United-States,0
10703,50,173020,10,0,0,40, State-gov, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
5270,38,161141,9,0,0,40, Private, Divorced, Transport-moving, Not-in-family, White, Male, United-States,0
24874,63,344128,13,0,0,50, Self-emp-not-inc, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
37566,33,201122,9,0,0,40, Private, Separated, Tech-support, Not-in-family, White, Male, United-States,0
32261,30,33678,9,0,0,40, Private, Never-married, Sales, Own-child, White, Male, United-States,0
14488,24,281221,13,0,0,40, Private, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, Taiwan,0
3727,30,97757,11,0,0,36, Private, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,1
32122,49,259323,9,0,0,40, Private, Divorced, Craft-repair, Unmarried, White, Male, United-States,0
2054,20,170038,9,0,0,40, Private, Never-married, Sales, Not-in-family, White, Female, United-States,0
30973,26,402998,13,0,0,58, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
22342,38,162613,14,0,2258,60, Local-gov, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
10402,22,110200,13,0,0,40, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
6463,47,108510,6,0,0,65, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
31747,42,170230,13,0,0,55, Private, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,1
47855,59,104455,10,0,0,40, Private, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, Philippines,0
23036,38,133299,12,0,0,40, Self-emp-not-inc, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
8887,61,115882,2,0,0,20, Self-emp-not-inc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
866,21,62339,6,0,0,40, Private, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States,0
37418,64,101077,15,0,2444,40, Private, Widowed, Prof-specialty, Not-in-family, White, Female, United-States,1
23929,25,248990,2,0,0,24, Private, Never-married, Machine-op-inspct, Not-in-family, White, Male, Mexico,0
20239,43,172577,10,0,0,44, Private, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,0
26325,19,162094,9,0,0,40, Private, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,0
36664,43,160369,10,0,0,65, Self-emp-not-inc, Never-married, Sales, Not-in-family, White, Male, United-States,0
41673,48,121124,13,0,0,55, Local-gov, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
38628,28,251905,14,0,0,42, Private, Never-married, Sales, Not-in-family, White, Male, United-States,0
24330,45,160724,13,0,0,45, Self-emp-not-inc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, China,1
22104,30,207668,10,0,0,30, Private, Never-married, Sales, Own-child, White, Male, United-States,0
23677,72,497280,5,0,0,20, Private, Widowed, Other-service, Unmarried, Black, Female, United-States,0
14864,37,26698,10,0,1485,44, Self-emp-inc, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
47996,30,226535,9,4865,0,40, Private, Never-married, Transport-moving, Not-in-family, White, Male, United-States,0
30764,30,311696,7,0,0,30, Private, Married-civ-spouse, Other-service, Wife, Black, Female, United-States,0
21250,32,209900,13,0,0,65, Local-gov, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
44503,67,127921,9,9386,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
26995,33,228696,2,0,2603,32, Private, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, Mexico,0
18506,39,185624,10,0,0,50, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
31512,27,147340,9,0,0,50, Private, Never-married, Other-service, Not-in-family, White, Female, United-States,1
48299,31,243678,10,0,0,40, Private, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,0
36909,45,239058,13,0,0,45, Private, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
1343,59,105363,9,0,0,40, State-gov, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
40712,29,192237,10,0,0,40, Private, Never-married, Sales, Not-in-family, White, Male, United-States,0
19522,38,142022,9,0,0,40, State-gov, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States,0
45921,45,149337,14,0,0,40, Local-gov, Married-civ-spouse, Prof-specialty, Husband, White, Male, Italy,1
10012,24,19410,9,0,0,48, Private, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female, United-States,0
37903,18,379710,9,0,0,20, Private, Never-married, Sales, Own-child, White, Female, United-States,0
